Video_ID,Video_Time,Blink_count,Ave_count,Avg Time varibale(5sec)
000_003.mp4,12.12,9,1.592467725276947,4.0
001_870.mp4,18.4,9,2.433614045381546,2.0
002_006.mp4,10.333333333333334,19,0.790045075946384,9.5
003_000.mp4,12.12,22,0.6537063689458937,8.5
004_982.mp4,12.36,9,1.1666695177555084,4.0
005_010.mp4,15.4,8,2.101179463522775,2.6666666666666665
006_002.mp4,10.333333333333334,15,0.6542730501719883,7.0
007_132.mp4,16.52,11,1.7690220117568969,3.6666666666666665
008_990.mp4,12.2,2,8.935771703720093,0.5
009_027.mp4,10.5,10,1.5146435366736517,4.5
010_005.mp4,15.4,9,2.1817531883716583,3.0
011_805.mp4,17.125,5,4.131379306316376,1.3333333333333333
012_026.mp4,12.88,2,10.468633890151978,0.5
013_883.mp4,13.28,0,0,0.0
014_790.mp4,22.533333333333335,41,0.7940819442272187,9.0
015_919.mp4,14.566666666666666,17,1.1304386109113693,7.5
016_209.mp4,11.233333333333333,8,1.7909612655639648,4.0
017_803.mp4,11.88,2,0.47144603729248047,1.0
018_019.mp4,14.4,3,5.331343412399292,1.0
019_018.mp4,14.4,2,6.460080862045288,1.0
020_344.mp4,15.6,38,0.4861813107052365,12.333333333333334
021_312.mp4,14.266666666666667,32,0.607497884381202,12.0
022_489.mp4,10.833333333333334,1,0,0.5
023_923.mp4,22.12,1,0,0.25
024_073.mp4,12.24,4,2.9563557306925454,2.0
025_067.mp4,17.933333333333334,0,0,0.0
026_012.mp4,12.88,18,0.8832627604989445,7.0
027_009.mp4,10.5,5,2.8507041335105896,2.0
028_068.mp4,13.366666666666667,2,13.725582361221313,0.5
029_048.mp4,16.64,0,0,0.0
030_193.mp4,9.9,3,1.342667818069458,0.0
031_163.mp4,10.133333333333333,12,1.2327834259379993,6.0
032_944.mp4,10.333333333333334,10,1.1932843526204426,5.0
033_097.mp4,19.12,34,0.5405743483341101,11.0
034_590.mp4,13.566666666666666,20,1.0042940691897744,8.5
035_036.mp4,13.48,1,0,0.5
036_035.mp4,13.48,3,3.950491786003113,1.5
037_072.mp4,12.44,4,3.963029384613037,1.5
038_125.mp4,10.166666666666666,1,0,0.5
039_058.mp4,20.3,14,1.986731034058791,3.5
040_997.mp4,17.52,5,1.4376240968704224,1.6666666666666667
041_063.mp4,13.96,14,0.9861153455880972,4.5
042_084.mp4,14.083333333333334,22,0.738745303381057,9.0
043_110.mp4,16.5,35,0.6611919964061064,11.0
044_945.mp4,11.166666666666666,10,1.4409768316480849,5.0
045_889.mp4,13.16,2,2.4771597385406494,0.0
046_904.mp4,11.966666666666667,2,1.7598192691802979,1.0
047_862.mp4,10.633333333333333,9,1.8021736443042755,4.0
048_029.mp4,16.64,18,0.9216185317319983,6.0
049_946.mp4,12.0,6,3.1404505729675294,1.5
050_059.mp4,21.2,32,0.730364607226464,7.5
051_332.mp4,27.8,30,1.0737221816490436,5.2
052_108.mp4,10.0,1,0,0.5
053_095.mp4,16.68,1,0,0.3333333333333333
054_071.mp4,12.266666666666667,5,4.292356431484222,2.0
055_147.mp4,13.133333333333333,16,1.2178113460540771,6.0
056_996.mp4,12.48,13,1.1409018635749817,6.0
057_070.mp4,14.68,10,1.7517464425828722,2.5
058_039.mp4,20.3,51,0.5626697683334351,12.5
059_050.mp4,21.2,41,0.6242292940616607,9.75
060_088.mp4,26.6,46,0.6680527528127035,8.4
061_080.mp4,13.48,20,0.7074351938147294,8.0
062_066.mp4,14.1,5,3.5245872139930725,1.5
063_041.mp4,13.96,12,1.4585230350494385,4.0
064_991.mp4,16.08,18,0.9801421165466309,6.0
065_089.mp4,17.68,30,0.6908209323883057,9.0
066_062.mp4,14.1,38,0.5388668098965207,13.0
067_025.mp4,17.933333333333334,6,4.915885639190674,1.6666666666666667
068_028.mp4,13.366666666666667,2,10.106223583221436,0.5
069_961.mp4,10.766666666666667,10,1.6057230631510417,4.5
070_057.mp4,14.68,24,0.7476391066675601,8.0
071_054.mp4,12.266666666666667,2,6.20999002456665,1.0
072_037.mp4,12.44,6,2.3963065147399902,2.0
073_024.mp4,12.24,0,0,0.0
074_825.mp4,13.8,2,3.3693485260009766,1.0
075_977.mp4,20.433333333333334,1,0,0.0
076_079.mp4,10.966666666666667,14,1.1777372727027307,5.5
077_100.mp4,16.92,0,0,0.0
078_955.mp4,20.92,11,2.268197274208069,2.75
079_076.mp4,10.966666666666667,3,7.421387314796448,1.0
080_061.mp4,13.48,4,3.8544692993164062,1.0
081_087.mp4,12.36,13,1.1416733860969543,5.0
082_103.mp4,12.64,4,3.175603707631429,2.0
083_213.mp4,12.6,21,1.1405269265174867,9.5
084_042.mp4,22.533333333333335,15,1.4152063982827323,3.0
085_124.mp4,12.72,12,1.2354569868607954,5.0
086_090.mp4,22.9,3,10.070801615715027,0.75
087_081.mp4,12.36,0,0,0.0
088_060.mp4,26.6,8,4.109476021357945,1.6
089_065.mp4,17.68,20,1.0489767978065891,6.0
090_086.mp4,22.9,4,2.030660629272461,1.0
091_116.mp4,10.9,0,0,0.0
092_098.mp4,11.96,28,0.5168706840938992,12.0
093_121.mp4,12.833333333333334,0,0,0.0
094_111.mp4,17.32,5,4.067138195037842,1.6666666666666667
095_053.mp4,16.68,5,1.8517499566078186,1.6666666666666667
