Video_ID,Video_Time,Blink_count,Ave_count,Avg Time varibale(5sec)
000.mp4,15.84,13,1.4469415346781414,3.6666666666666665
001.mp4,18.4,12,1.8304317214272239,3.3333333333333335
002.mp4,23.1,45,0.7435093467885797,8.75
003.mp4,12.12,22,0.6512806529090518,9.0
004.mp4,12.36,10,1.0407434304555256,4.0
005.mp4,15.4,10,1.8179177443186443,3.3333333333333335
006.mp4,10.333333333333334,14,0.7070256379934458,6.5
007.mp4,20.2,15,1.6407856260027205,3.75
008.mp4,25.48,9,3.3588970005512238,1.6
009.mp4,19.6,21,1.2847934246063233,5.666666666666667
010.mp4,18.96,15,1.4510172264916557,4.0
011.mp4,26.333333333333332,14,1.4927291870117188,2.8
012.mp4,14.52,4,3.895853360493978,1.0
013.mp4,13.28,0,0,0.0
014.mp4,22.533333333333335,40,0.8092169761657715,9.0
015.mp4,14.566666666666666,21,0.9157580256462097,8.5
016.mp4,22.6,15,2.133162123816354,3.0
017.mp4,13.266666666666667,15,1.2267565727233887,4.5
018.mp4,14.4,5,3.749243974685669,2.0
019.mp4,46.166666666666664,4,13.690324942270914,0.4444444444444444
020.mp4,15.6,39,0.47436106832403885,12.666666666666666
021.mp4,14.366666666666667,31,0.6164878765741985,12.0
022.mp4,10.833333333333334,2,9.684520244598389,1.0
023.mp4,22.12,0,0,0.0
024.mp4,12.24,4,3.1863138675689697,1.5
025.mp4,24.9,0,0,0.0
026.mp4,12.88,20,0.7830544898384496,7.5
027.mp4,10.5,6,2.2843539714813232,2.5
028.mp4,14.466666666666667,2,1.4657080173492432,1.0
029.mp4,16.64,0,0,0.0
030.mp4,9.9,8,1.0943845680781774,1.0
031.mp4,16.066666666666666,15,1.5361989736557007,4.666666666666667
032.mp4,10.333333333333334,11,1.0652975559234619,5.5
033.mp4,32.36,65,0.5897774510085583,10.333333333333334
034.mp4,13.566666666666666,23,0.8699096658013084,9.5
035.mp4,16.92,2,0.8511695861816406,0.6666666666666666
036.mp4,13.48,4,3.66381041208903,2.0
037.mp4,18.16,6,3.294771432876587,1.6666666666666667
038.mp4,10.166666666666666,1,0,0.5
039.mp4,20.3,14,1.9905713888315053,3.5
040.mp4,21.92,6,3.04898419380188,1.6666666666666667
041.mp4,13.96,17,0.8009017556905746,6.5
042.mp4,22.533333333333335,20,0.8125746501119513,4.5
043.mp4,16.5,24,0.9791138068489407,7.666666666666667
044.mp4,11.166666666666666,8,1.8626979759761266,4.0
045.mp4,14.0,3,7.496137022972107,0.5
046.mp4,16.8,4,4.628610213597615,0.6666666666666666
047.mp4,10.633333333333333,9,1.8337462544441223,4.0
048.mp4,19.4,24,0.70334850186887,8.0
049.mp4,12.0,6,3.123700189590454,2.0
050.mp4,21.2,38,0.6677420397062559,8.75
051.mp4,28.68,31,1.0394163131713867,5.6
052.mp4,10.766666666666667,3,4.130809664726257,1.5
053.mp4,16.68,1,0,0.0
054.mp4,12.266666666666667,10,1.8621861934661865,4.0
055.mp4,13.133333333333333,14,1.4068008936368501,6.0
056.mp4,14.92,11,1.2740883588790894,5.0
057.mp4,17.24,10,2.042629294925266,3.0
058.mp4,22.3,56,0.5681402683258057,12.5
059.mp4,28.84,42,0.8216043332727944,7.6
060.mp4,33.76,55,0.7061753317161843,8.166666666666666
061.mp4,13.48,18,0.8269481518689323,7.0
062.mp4,14.1,6,2.8169954776763917,2.0
063.mp4,37.2,29,1.5549471974372864,4.0
064.mp4,16.08,18,0.9698348325841567,6.0
065.mp4,17.68,32,0.6464503349796418,9.666666666666666
066.mp4,14.5,40,0.5191296675266364,13.5
067.mp4,17.933333333333334,6,4.907526636123658,1.6666666666666667
068.mp4,13.366666666666667,2,9.929044485092163,0.5
069.mp4,25.8,22,1.6800878729139055,4.2
070.mp4,14.68,27,0.6592395305633545,9.5
